,target
1_1,-9.0
1_2,-9.045757490560675
1_3,-9.045757490560675
1_4,-9.045757490560675
1_5,-9.045757490560675
2_1,-0.007301899230283761
2_2,0.22494154958783116
2_3,0.17101179422714563
2_4,0.32781811603064137
2_5,-0.09605343111603729
3_1,1.9912385065714957
3_2,2.031227177003441
3_3,1.977807415957763
3_4,1.9662866646020434
3_5,1.9709315725569185
4_1,2.295562615845066
4_2,2.1485592922689905
4_3,2.288947652160025
4_4,2.3480564066148433
4_5,2.3116692058180943
5_1,-8.0
5_2,-8.0
5_3,-8.0
5_4,-8.0
5_5,-8.0
6_1,-6.380645753485624
6_2,-5.92765817848268
6_3,-5.908403379189942
6_4,-5.73244110050161
6_5,-6.316502682320189
7_1,1.3391766251921218
7_2,1.2327707831136432
7_3,1.3963110181598104
7_4,1.3512322189052635
7_5,1.2958456507892273
8_1,0.17207705026898618
8_2,0.23226568827090255
8_3,0.28971915378268137
8_4,0.5248043413494031
8_5,0.5164387799750949
9_1,0.0805067824741567
9_2,0.2715221826489982
9_3,0.47105699855721367
9_4,0.16054023391154174
9_5,0.3424816615683054
10_1,-0.462359735995309
10_2,-0.005178499412724068
10_3,0.3755657293388303
10_4,0.31143663442239533
10_5,-0.16229939195833745
11_1,-5.364893408642489
11_2,-4.73077084084322
11_3,-4.628113294828814
11_4,-5.015213987217462
11_5,-4.982384511812643
12_1,-7.785156151952302
12_2,-4.930883444624564
12_3,-8.127843727251706
12_4,-5.465085895570133
12_5,-6.015675254633611
13_1,-0.20600666082532834
13_2,-0.2145036572957484
13_3,0.02012597242691004
13_4,0.08051724965565404
13_5,0.8697331162265028
14_1,-6.436578248505798
14_2,-6.606424796730413
14_3,-6.444724129230682
14_4,-6.591590421531571
14_5,-6.536181638470571
15_1,1.88568716129991
15_2,2.0805891499978113
15_3,1.9297702677812278
15_4,2.0279355743527696
15_5,1.9323020309428167
16_1,0.7278631284835558
16_2,0.5575386896825576
16_3,0.778790696383237
16_4,0.9219252610772424
16_5,0.7975054619869109
17_1,0.23494523973426035
17_2,0.15287958918944394
17_3,0.231304458692818
17_4,0.2833161100466394
17_5,0.22815414867780798
18_1,0.6820041607418696
18_2,0.6762922902214874
18_3,0.9511043748408627
18_4,0.9678449103294532
18_5,0.6438024334585232
19_1,0.7843917248039842
19_2,0.724855724935522
19_3,0.4806627961334065
19_4,0.7689742079174061
19_5,0.6899742149318047
20_1,0.28144193516535826
20_2,0.25602017781303726
20_3,0.2844171379245064
20_4,0.2685301765959739
20_5,0.2814693022712012
21_1,0.8168745676925474
21_2,0.7933742672271604
21_3,0.30089640413819285
21_4,0.9647884281464263
21_5,0.5062224308829428
22_1,0.3565561177629541
22_2,0.8616317245484426
22_3,1.046324161866968
22_4,1.1639017146744304
22_5,0.9416480862943624
23_1,0.5461874839468501
23_2,0.5172006470991726
23_3,0.5046186865556268
23_4,0.3061146662671812
23_5,0.46950303468055116
24_1,2.1322095392942506
24_2,2.132356589319347
24_3,2.122259127137852
24_4,2.123381875357071
24_5,2.214558391393075
