,target
1_1,-9.096910013008056
1_2,-9.096910013008056
1_3,-9.522878745280337
1_4,-9.221848749616356
1_5,-9.154901959985743
2_1,-9.522878745280337
2_2,-9.096910013008056
2_3,-9.301029995663981
2_4,-9.698970004336019
2_5,-9.096910013008056
3_1,0.6967749941835867
3_2,0.29883520541333397
3_3,0.29883520541333397
3_4,0.4749264644690152
3_5,-0.002194790250647248
4_1,1.0189940899628096
4_2,1.0189940899628096
4_3,0.9784110460943508
4_4,0.8429029356181686
4_5,0.8429029356181686
5_1,-8.0
5_2,-8.0
5_3,-8.0
5_4,-8.0
5_5,-8.0
6_1,-9.221848749616356
6_2,-4.800244822746525
6_3,-9.0
6_4,-9.154901959985743
6_5,-9.045757490560675
7_1,-0.6966213598111759
7_2,-2.0104559915832176
7_3,-0.42029446111616575
7_4,-1.8811187819807083
7_5,-0.34630693598572776
8_1,-9.096910013008056
8_2,-9.154901959985743
8_3,-9.154901959985743
8_4,-9.0
8_5,-9.154901959985743
9_1,-9.221848749616356
9_2,-9.0
9_3,-9.301029995663981
9_4,-9.221848749616356
9_5,-9.397940008672037
10_1,-9.096910013008056
10_2,-9.522878745280337
10_3,-9.301029995663981
10_4,-9.045757490560675
10_5,-9.096910013008056
11_1,-9.698970004336019
11_2,-9.045757490560675
11_3,-9.096910013008056
11_4,-9.154901959985743
11_5,-9.045757490560675
12_1,-3.012400850373798
12_2,-9.301029995663981
12_3,-5.047667755830912
12_4,-9.301029995663981
12_5,-1.6135462390990085
13_1,-9.0
13_2,-9.096910013008056
13_3,-9.096910013008056
13_4,-9.096910013008056
13_5,-9.045757490560675
14_1,-9.0
14_2,-9.0
14_3,-9.045757490560675
14_4,-9.0
14_5,-9.045757490560675
15_1,0.4749264644690152
15_2,0.5998652010773151
15_3,0.5998646513335568
15_4,0.5998652010773151
15_5,0.4749264644690152
16_1,-0.8406786503205703
16_2,-0.5686362524085432
16_3,-3.0061996439169176
16_4,-1.224537009989978
16_5,-0.2803634655019724
17_1,-2.4902156037887724
17_2,-2.6590924785042698
17_3,-3.190096756300385
17_4,-1.1700872818637735
17_5,-3.690887888584562
18_1,-1.1754999999767792
18_2,-1.5924732064152052
18_3,-0.36882016444928206
18_4,-1.942299325039432
18_5,-1.2795075426888889
19_1,-0.3200040952265122
19_2,-0.829437343297912
19_3,-0.309030377791003
19_4,-0.42633592570718193
19_5,-0.17292785441981362
20_1,0.21523612485407925
20_2,0.24960495451586184
20_3,0.26848035299368067
20_4,0.31239060503846444
20_5,0.21523612485407925
21_1,0.09525848089621204
21_2,0.2560003942911141
21_3,0.13600958432223875
21_4,0.20180610144617858
21_5,-9.301029995663981
22_1,-9.045757490560675
22_2,0.413391598448304
22_3,-9.0
22_4,0.413391598448304
22_5,-0.1599837163842051
23_1,-0.7573710731598207
23_2,-0.9439897617758922
23_3,-0.69824791809859
23_4,-1.0557064499824023
23_5,-0.7095508651403325
24_1,1.0082051180203067
24_2,0.900678636891943
24_3,0.774742639378659
24_4,0.8918041129940492
24_5,0.9053866780016426
