,target
1_1,0.5145780884781365
1_2,0.5604743306161217
1_3,0.5021775204995754
1_4,0.17774240466425123
1_5,0.5861829360877577
2_1,4.488027254861425
2_2,5.073190797121567
2_3,4.858878582784549
2_4,4.889140527458841
2_5,5.143269464848033
3_1,2.138369114957894
3_2,2.3599287510936047
3_3,2.266702388460681
3_4,2.4865522627908776
3_5,2.2838402335683483
4_1,2.3904411469297133
4_2,2.4277281636772083
4_3,2.7354305167514714
4_4,2.577754034513832
4_5,2.605770731407294
5_1,1.4665101248483228
5_2,1.846860341807474
5_3,1.3173706748082976
5_4,1.7443387339650993
5_5,1.8093344574264338
6_1,2.3420050073483414
6_2,2.384874786782665
6_3,2.2627167281278564
6_4,2.0466960241015295
6_5,2.1584156393161407
7_1,1.4540263893700505
7_2,1.3465644291934664
7_3,1.489485154966765
7_4,1.573362880529557
7_5,1.607043852127855
8_1,2.272729291991809
8_2,2.5641401071314016
8_3,2.3647542196570916
8_4,2.4924437040893137
8_5,2.4555427910957417
9_1,2.8009247612623125
9_2,2.540632019548084
9_3,2.17547575493598
9_4,2.848175560553914
9_5,2.48302765162325
10_1,4.750367388374109
10_2,4.73081149392869
10_3,5.185772183834266
10_4,5.418256633929102
10_5,4.582554121212154
11_1,2.493214982117403
11_2,2.6126982464204977
11_3,2.535267807170973
11_4,2.3639152973025825
11_5,2.6232284035058595
12_1,6.042203091945141
12_2,6.7804340288064955
12_3,6.166228541139795
12_4,6.657422855514425
12_5,6.314442575310889
13_1,2.577640706202529
13_2,2.615424048696139
13_3,2.4583149648125757
13_4,2.513130586016688
13_5,2.4222849754192217
14_1,-0.012813566199201413
14_2,0.34233620880205795
14_3,-0.2662764548187247
14_4,0.17565222161106772
14_5,0.23193576841218036
15_1,2.1970860661731693
15_2,2.2160047324443153
15_3,2.423111340077674
15_4,2.246774891793357
15_5,2.117776371418965
16_1,1.2429539903100069
16_2,1.0198345965836706
16_3,0.7711029139508853
16_4,1.6321864799184207
16_5,1.012827035092606
17_1,0.6210493673513824
17_2,0.35740136829485575
17_3,0.6450323043924748
17_4,0.6579474641665637
17_5,0.2972622339948611
18_1,1.1946153631545484
18_2,0.8015953457752554
18_3,1.401088526143437
18_4,0.7748318179800247
18_5,1.1363978355347024
19_1,0.873317218828438
19_2,0.9530831093754748
19_3,0.9333736105392237
19_4,0.8459784970041866
19_5,0.8813648430396128
20_1,0.47392039113779216
20_2,0.47944509068012836
20_3,0.464531590842607
20_4,0.41819186829649274
20_5,0.4766957278070562
21_1,1.271887538789164
21_2,0.47059067000008103
21_3,1.252354315518089
21_4,0.3091213055849662
21_5,0.751346890159579
22_1,1.2606729441454578
22_2,1.4934713814520544
22_3,0.6363628530564389
22_4,1.2357333328877371
22_5,1.0112240370785577
23_1,0.7347295305862964
23_2,0.7021984627135011
23_3,0.6231059647095959
23_4,0.7114492876451928
23_5,0.7407648488440878
24_1,2.532005591084649
24_2,2.51862123620142
24_3,2.5585497110209996
24_4,2.2141656982071733
24_5,2.51055355432899
