,target
1_1,-9.301029995663981
1_2,-9.259637310505756
1_3,-9.1249387366083
1_4,-9.070581074285707
1_5,-9.221848749616356
2_1,1.243608859524675
2_2,0.6029852399999751
2_3,0.29962771825968876
2_4,1.113032854667896
2_5,0.3391471394529852
3_1,0.4749264644690152
3_2,0.599864926205523
3_3,0.6510174791893731
3_4,0.810718228081724
3_5,1.1439321445145307
4_1,1.1591721490338336
4_2,1.0391966936562789
4_3,1.1439327742155798
4_4,1.2282530951418649
4_5,1.3402257843003431
5_1,-0.4307505636745318
5_2,-1.2107107736111342
5_3,-0.342957330954657
5_4,-8.0
5_5,-8.0
6_1,-2.6339277767541094
6_2,-2.408830467853265
6_3,-2.9390535500208026
6_4,-2.4853871943674637
6_5,-2.0996940073747137
7_1,-0.1908572654027328
7_2,-1.1304059317365067
7_3,-0.14101077265632406
7_4,-0.6764458061082679
7_5,-0.4522320620309866
8_1,-0.5730102609598724
8_2,-0.6453779373223854
8_3,-0.19776782548504895
8_4,-0.44121718711282715
8_5,-0.4505454754196014
9_1,-0.6976379952582602
9_2,-0.17614576144941493
9_3,-0.08563463867487364
9_4,-0.8056675162787329
9_5,-0.6255708937196114
10_1,-0.4961856034778136
10_2,0.8769872302630988
10_3,0.830588156098676
10_4,0.477345462683797
10_5,0.14527389160621196
11_1,0.36790153541718906
11_2,0.5073892430598178
11_3,0.1705225326493364
11_4,0.7433894158093236
11_5,0.7603923709182163
12_1,0.011283028925572659
12_2,-0.4501025866101609
12_3,0.12031518861452069
12_4,-0.15735222726186812
12_5,-0.21973879347209582
13_1,-0.06959320709798389
13_2,0.20585143085012672
13_3,-0.4817228308716534
13_4,0.14282241021394768
13_5,-0.7999252951943656
14_1,-5.661842435728227
14_2,-5.44044645749527
14_3,-5.617982957425132
14_4,-5.418716110306985
14_5,-5.753489109444362
15_1,0.4749264644690152
15_2,0.6967752140853716
15_3,0.6967747742904206
15_4,0.9520472305227435
15_5,0.6967749941835867
16_1,0.6801384575699116
16_2,0.06610791750709857
16_3,-0.13504806997023583
16_4,0.6096971610297448
16_5,0.7729269977680103
17_1,-1.26524061286852
17_2,-1.695972891436161
17_3,-0.9660422799040376
17_4,-0.935489688927725
17_5,-2.0644967395779004
18_1,-0.8958362909516572
18_2,-1.0400914050704062
18_3,-0.21555128538364798
18_4,0.36764649092685525
18_5,-0.7974656210148432
19_1,-0.28365508707121767
19_2,-0.673546994409417
19_3,-0.3585555986838843
19_4,-0.4894865844587292
19_5,-0.41384846990235763
20_1,0.3690104407954103
20_2,0.4240609249949842
20_3,0.3888626507865297
20_4,0.3817186257069643
20_5,0.2776426804578602
21_1,0.09525848089621204
21_2,0.2560003942911141
21_3,0.3821656427942743
21_4,0.7212171688062807
21_5,0.21169503337015855
22_1,1.154987482037123
22_2,0.7195003758223262
22_3,1.0288372429756
22_4,0.8616317245484426
22_5,0.6000732309487232
23_1,-0.2370360491711321
23_2,-0.17861327854819467
23_3,0.00374534044819868
23_4,-0.06780176946912199
23_5,-0.16613725693888365
24_1,1.0438233080608286
24_2,1.0513564861668996
24_3,0.8410909429869818
24_4,1.0262712719294957
24_5,1.0480227616139746
