src_id,dst_id,score
0,1_1,-7.230992129056226
0,2_1,1.7269914569545033
0,3_1,1.058504723922658
0,4_1,1.3570633249938224
0,5_1,-8.0
0,6_1,-2.1599313368136492
0,7_1,-0.20468047034083478
0,8_1,0.3207292299047725
0,9_1,0.09984460254744897
0,10_1,2.520192294193173
0,11_1,1.3881183538300808
0,12_1,0.5562201312519257
0,13_1,0.9843165351104302
0,14_1,-3.038826358147911
0,15_1,1.019044202593743
0,16_1,0.5606815769567167
0,17_1,0.08414127051505955
0,18_1,-0.5797573529420996
0,19_1,0.20420307847498326
0,20_1,0.26386975805823926
0,21_1,0.1475869846187879
0,22_1,-4.417900826323454
0,23_1,0.4282681923449497
0,24_1,1.1591097203237761
0,1_2,-7.241466577762713
0,2_2,2.366673644048148
0,3_2,1.0221835464187752
0,4_2,1.276564273399442
0,5_2,-8.0
0,6_2,-1.9104060113187202
0,7_2,-0.04569278902536464
0,8_2,0.4913272381841001
0,9_2,0.26026822954412404
0,10_2,2.134248191139864
0,11_2,1.680671363603197
0,12_2,0.4063650524618771
0,13_2,0.776476611818429
0,14_2,-3.238540482762964
0,15_2,1.094761680961676
0,16_2,0.3325323485659721
0,17_2,-1.175012588610992
0,18_2,-1.425235490633995
0,19_2,0.14777136346983005
0,20_2,0.1526796558263662
0,21_2,0.4437876124582318
0,22_2,0.291146513184305
0,23_2,0.3870641826440502
0,24_2,1.3005933915201882
0,1_3,-6.903785414653595
0,2_3,2.7557236570965897
0,3_3,1.2544855334546996
0,4_3,1.263674722633951
0,5_3,-8.0
0,6_3,-1.8405941196766968
0,7_3,0.049137471546919574
0,8_3,0.3582244614327415
0,9_3,0.30465492638252445
0,10_3,1.840267956360103
0,11_3,1.5079852370960372
0,12_3,0.2639850421160045
0,13_3,0.8776397855301854
0,14_3,-3.286979875265565
0,15_3,1.0022012388805948
0,16_3,0.0768774824796776
0,17_3,-0.39991016841052246
0,18_3,0.0357477128192949
0,19_3,0.24633691094271928
0,20_3,0.328893019526925
0,21_3,0.3056818811762717
0,22_3,0.29115059735716137
0,23_3,0.42930353192242954
0,24_3,1.3848778433576703
0,1_4,-7.022733787572707
0,2_4,2.4943416339895994
0,3_4,1.1831404832121502
0,4_4,1.1440671286702992
0,5_4,-8.0
0,6_4,-1.785435363279796
0,7_4,0.16360151609295878
0,8_4,0.3189202687318802
0,9_4,0.4764713994590453
0,10_4,2.1765605455415313
0,11_4,1.6752468862669232
0,12_4,-0.06455502264244294
0,13_4,-0.1037863548552929
0,14_4,-2.958902814560267
0,15_4,1.1284141547591293
0,16_4,0.5382331983763953
0,17_4,-0.1687658447729063
0,18_4,0.4667624117053831
0,19_4,0.3346251980391859
0,20_4,0.22985130512298774
0,21_4,0.3725191398034007
0,22_4,0.8616317291800782
0,23_4,0.3980006178984969
0,24_4,1.3915143481105825
0,1_5,-6.939491024394703
0,2_5,2.611889919094086
0,3_5,1.2530846625458771
0,4_5,1.2553669565899073
0,5_5,-8.0
0,6_5,-2.0381785808029593
0,7_5,0.08911103595799949
0,8_5,0.23199902574647774
0,9_5,0.05453336860925799
0,10_5,2.8092515207284854
0,11_5,1.4352501630396717
0,12_5,0.8387935869836669
0,13_5,0.5543031816217313
0,14_5,-3.0785892459867634
0,15_5,0.9520527306999492
0,16_5,0.7292774699624761
0,17_5,-1.2936281749871714
0,18_5,-0.454608556682407
0,19_5,0.21424903727586506
0,20_5,0.29981779388512936
0,21_5,0.292440392548569
0,22_5,0.8616317276571033
0,23_5,0.4313397631522284
0,24_5,1.3103125826247812
1,1_1,-3.1519973924694518
1,2_1,2.396882183860374
1,3_1,1.0007252208851671
1,4_1,1.2786440504753431
1,5_1,-8.0
1,6_1,-1.238662553627509
1,7_1,-0.1367163246472741
1,8_1,0.5223752325280957
1,9_1,0.5287647811290274
1,10_1,2.1695444339559145
1,11_1,1.417617782620167
1,12_1,2.462169251162531
1,13_1,1.0783643452426375
1,14_1,-2.548354641016983
1,15_1,1.1543466023569386
1,16_1,0.5325449977656259
1,17_1,-0.8244092191912217
1,18_1,-0.3708597337206383
1,19_1,0.12580290110362086
1,20_1,0.07549484517226433
1,21_1,0.251223157329511
1,22_1,-2.4361135487426684
1,23_1,0.38074544219207146
1,24_1,1.1517789762766293
1,1_2,-2.7536065833946415
1,2_2,2.2863547297980436
1,3_2,0.8606274573233195
1,4_2,1.2101003969993862
1,5_2,-8.0
1,6_2,-1.0841265519114718
1,7_2,-0.4008426182623975
1,8_2,0.6046783736474034
1,9_2,0.44157142413717143
1,10_2,2.098080884600463
1,11_2,1.598315928443199
1,12_2,2.4250242065821417
1,13_2,0.756264799954323
1,14_2,-2.377406047492821
1,15_2,0.9055701419588573
1,16_2,0.943393120919971
1,17_2,-1.5610505695553023
1,18_2,-0.818479488143697
1,19_2,0.26605099868042875
1,20_2,0.1710153041263155
1,21_2,0.22674626536115527
1,22_2,0.12228737649888659
1,23_2,0.4359031444095385
1,24_2,1.3133928977893943
1,1_3,-2.949678972212395
1,2_3,2.520704065043738
1,3_3,1.2023068100643306
1,4_3,1.0506391444996013
1,5_3,-8.0
1,6_3,-1.113704639886037
1,7_3,-0.42029446111616575
1,8_3,0.4858233178111194
1,9_3,0.5108498144257381
1,10_3,2.435291524193171
1,11_3,1.5191183121578835
1,12_3,2.4734413742943495
1,13_3,1.0375099876609426
1,14_3,-2.7804966692974054
1,15_3,0.850359176730403
1,16_3,0.21470247819524088
1,17_3,-0.9369796609361842
1,18_3,-0.06734408668634603
1,19_3,0.2407763397269605
1,20_3,0.11004237116844862
1,21_3,0.5068964047015465
1,22_3,0.7536218605633831
1,23_3,0.36116457951828446
1,24_3,1.0686526811945891
1,1_4,-3.156024509684849
1,2_4,2.69028631728244
1,3_4,1.0145577638669767
1,4_4,0.8836273013514631
1,5_4,-8.0
1,6_4,-0.9248278946530711
1,7_4,-0.2862926575868971
1,8_4,0.6400319168362312
1,9_4,0.3671688992251993
1,10_4,2.537553660773397
1,11_4,1.613798665044654
1,12_4,2.125324762657627
1,13_4,0.7021141944087187
1,14_4,-2.337397461077387
1,15_4,0.983919359071731
1,16_4,1.0638470729740208
1,17_4,-0.9896803277288739
1,18_4,-0.37312601677228086
1,19_4,0.15424004955386664
1,20_4,0.1311776672112699
1,21_4,0.16146142321622028
1,22_4,0.8616607083243722
1,23_4,0.3864228866620175
1,24_4,1.3265828505076345
1,1_5,-2.8807980873760077
1,2_5,2.80157512755335
1,3_5,0.8548621622814553
1,4_5,1.0647953134133215
1,5_5,-8.0
1,6_5,-0.9456926699595469
1,7_5,-0.4522320620309866
1,8_5,0.35614465602159684
1,9_5,0.5052098844739266
1,10_5,2.499058973489113
1,11_5,1.615542132915582
1,12_5,2.172311395446655
1,13_5,0.6227457667412281
1,14_5,-2.3738393630020567
1,15_5,1.0624971496613196
1,16_5,0.463340120997248
1,17_5,-1.2565678801898832
1,18_5,-0.2527365229082613
1,19_5,-0.11631933048325926
1,20_5,0.23586777152895874
1,21_5,0.2931233424654993
1,22_5,0.6641141165281814
1,23_5,0.42772180341287785
1,24_5,1.2858175030070746
2,1_1,-7.7544873321858505
2,2_1,1.8303688989436424
2,3_1,1.4340224420258334
2,4_1,1.408660866585719
2,5_1,-8.0
2,6_1,-2.200304366987216
2,7_1,-0.1367163246472741
2,8_1,0.38781199264258304
2,9_1,0.4249949163799949
2,10_1,2.3022735675662243
2,11_1,1.4162077084156306
2,12_1,0.7744279103833756
2,13_1,1.045841282004935
2,14_1,-3.1818185281390075
2,15_1,0.9978073000503941
2,16_1,0.5380734522531767
2,17_1,-0.4334034029100984
2,18_1,-0.2967165838621591
2,19_1,0.04495880577028843
2,20_1,0.22477094654893817
2,21_1,0.09525865021883208
2,22_1,-2.0376169797701666
2,23_1,0.45923673049389707
2,24_1,1.376406275423109
2,1_2,-7.0116640441439495
2,2_2,2.2288277016540032
2,3_2,1.155569760832337
2,4_2,1.3302701029050392
2,5_2,-8.0
2,6_2,-1.869452940746271
2,7_2,-0.17833328934570603
2,8_2,0.5791601993716659
2,9_2,0.31443332739594715
2,10_2,1.8284428040995941
2,11_2,1.7778178208594344
2,12_2,0.15335858313508385
2,13_2,0.7628481531383583
2,14_2,-3.0553442121087353
2,15_2,0.9521002745496189
2,16_2,0.7511288414618472
2,17_2,-1.4108246444789545
2,18_2,-0.17376770802724037
2,19_2,0.168012064821008
2,20_2,0.2859946128357827
2,21_2,0.2719299938404747
2,22_2,-0.15998052812812122
2,23_2,0.3836089794766082
2,24_2,1.3551092921587926
2,1_3,-7.0450342689415795
2,2_3,2.9579366583017883
2,3_3,1.0225667952109718
2,4_3,1.3780155947480786
2,5_3,-8.0
2,6_3,-1.937496739251271
2,7_3,-0.16625962743025455
2,8_3,0.23754659251387053
2,9_3,0.06830944461194392
2,10_3,1.2058485950161275
2,11_3,1.4605278390812388
2,12_3,0.7679814337011363
2,13_3,0.2242124027902328
2,14_3,-3.3084426810514227
2,15_3,1.0973286009062546
2,16_3,1.047197324372422
2,17_3,-0.4741273880045461
2,18_3,-0.11098422904077916
2,19_3,0.1657625578128987
2,20_3,0.2338339011048824
2,21_3,-0.4610013735122521
2,22_3,0.2914775773511837
2,23_3,0.4653213108770161
2,24_3,1.3392118765201904
2,1_4,-7.361510743045363
2,2_4,2.1620628669995736
2,3_4,1.0586246152638492
2,4_4,1.078794132607538
2,5_4,-8.0
2,6_4,-2.436801784624777
2,7_4,0.1228841438701421
2,8_4,0.33334373337378703
2,9_4,0.25254336295769925
2,10_4,1.8123667803071155
2,11_4,1.6744920924837965
2,12_4,0.09838310160218325
2,13_4,0.5891472605191096
2,14_4,-2.821254196260384
2,15_4,1.188137735308882
2,16_4,0.6181411351546301
2,17_4,-0.2744723451075154
2,18_4,0.28813820008767166
2,19_4,0.17819903151306207
2,20_4,0.24475676680542705
