src_id,dst_id,score
0,1_1,-2.9539169866067647
0,2_1,-0.07055397063403078
0,3_1,2.168590615998922
0,4_1,2.233567277162237
0,5_1,-8.0
0,6_1,2.064264736298042
0,7_1,1.9766560972234373
0,8_1,1.579686257969617
0,9_1,1.7287071758552688
0,10_1,5.779725382947003
0,11_1,2.391928906761699
0,12_1,4.013178732698306
0,13_1,1.8678257130196374
0,14_1,-0.9247952118412734
0,15_1,2.3826577014289305
0,16_1,1.4158717244644219
0,17_1,0.08726684989707205
0,18_1,0.9966721580035499
0,19_1,0.8097512477328067
0,20_1,0.4666838662931144
0,21_1,0.7107654053074207
0,22_1,1.1639289148525505
0,23_1,0.4982000610094565
0,24_1,2.427623204662624
0,1_2,-3.0921657842759758
0,2_2,-0.029328032722857677
0,3_2,2.1817502439386307
0,4_2,2.251567885165198
0,5_2,-8.0
0,6_2,1.9486311620176218
0,7_2,1.9877117960398698
0,8_2,1.5550882341856875
0,9_2,1.6107211580242815
0,10_2,5.757629987991579
0,11_2,2.3903946195834984
0,12_2,3.8497777483659554
0,13_2,1.8005892469366662
0,14_2,-0.8514114516655744
0,15_2,2.376121256439317
0,16_2,1.4318424320081582
0,17_2,0.1104087031675651
0,18_2,0.914844996288157
0,19_2,0.8400067779874276
0,20_2,0.4663765965156824
0,21_2,0.7124987210463078
0,22_2,0.2913311605034681
0,23_2,0.48233004261445056
0,24_2,2.417566818746756
0,1_3,-3.0175324514211606
0,2_3,-0.14641574388870296
0,3_3,2.1822607130833864
0,4_3,2.2268914963279887
0,5_3,-8.0
0,6_3,1.8053576786694734
0,7_3,1.9914144496352253
0,8_3,1.5448712194534526
0,9_3,1.59959394808628
0,10_3,5.772957387824963
0,11_3,2.4144913306214093
0,12_3,4.027603182040725
0,13_3,1.8149321557331746
0,14_3,-0.8021979398121112
0,15_3,2.3992852872495734
0,16_3,1.4270654641068956
0,17_3,0.04195370672802565
0,18_3,0.8602844926829132
0,19_3,0.8276374847152133
0,20_3,0.4718391535990584
0,21_3,0.345972808211601
0,22_3,0.10886182502478767
0,23_3,0.48786328881883767
0,24_3,2.429923205967007
0,1_4,-3.032408690092922
0,2_4,-0.025369798482072225
0,3_4,2.167406035724005
0,4_4,2.242569953654102
0,5_4,-8.0
0,6_4,1.703177428313227
0,7_4,1.9074735130362295
0,8_4,1.5644030302434475
0,9_4,1.6061191114146023
0,10_4,5.793209659328405
0,11_4,2.402271197875658
0,12_4,3.927964873609376
0,13_4,1.906920773517273
0,14_4,-0.8029999561192873
0,15_4,2.38019637801986
0,16_4,1.4463765886158673
0,17_4,0.16834242967360283
