src_id,dst_id,score
0,1_1,-9.1249387366083
0,2_1,-9.301029995663981
0,3_1,0.8429029356181686
0,4_1,1.2152881532196742
0,5_1,-8.0
0,6_1,-9.070581074285707
0,7_1,-0.20468047034083478
0,8_1,-9.1249387366083
0,9_1,-9.045757490560675
0,10_1,-9.1249387366083
0,11_1,-9.1249387366083
0,12_1,-9.045757490560675
0,13_1,-9.070581074285707
0,14_1,-9.045757490560675
0,15_1,1.0189936701643407
0,16_1,-0.03231646360816784
0,17_1,0.08403666465202381
0,18_1,-0.5931263935902389
0,19_1,-0.0378170500415278
0,20_1,0.21966777147926425
0,21_1,0.09525848089621204
0,22_1,-9.259637310505756
0,23_1,0.11918957064834497
0,24_1,0.9781296148627137
0,1_2,-9.301029995663981
0,2_2,-9.187086643357144
0,3_2,0.9520473526880661
0,4_2,1.0769859976735898
0,5_2,-8.0
0,6_2,-9.1249387366083
0,7_2,-0.04569278902536464
0,8_2,-9.096910013008056
0,9_2,-9.096910013008056
0,10_2,-9.259637310505756
0,11_2,-9.154901959985743
0,12_2,-9.096910013008056
0,13_2,-9.096910013008056
0,14_2,-9.045757490560675
0,15_2,0.9520473526880661
0,16_2,-0.07899540045685172
0,17_2,-1.290074297127135
0,18_2,-1.4676791460365723
0,19_2,-0.04714730553592884
0,20_2,0.15267935765521753
0,21_2,0.13561230044019443
0,22_2,0.29114650837485184
0,23_2,0.29576522179759107
0,24_2,1.0013836736992177
0,1_3,-9.154901959985743
0,2_3,-9.187086643357144
0,3_3,1.058501901080052
0,4_3,0.9008947844280867
0,5_3,-8.0
0,6_3,-9.045757490560675
0,7_3,0.049137471546919574
0,8_3,-9.096910013008056
0,9_3,-9.070581074285707
0,10_3,-9.187086643357144
0,11_3,-9.1249387366083
0,12_3,-7.555955204081924
0,13_3,-9.0
0,14_3,-9.045757490560675
0,15_3,0.6967749941835867
0,16_3,-0.007944165486478345
0,17_3,-0.7570455487624725
0,18_3,0.01759287609014715
0,19_3,0.013205987707493608
0,20_3,0.26395862932326863
0,21_3,0.3056786860071868
0,22_3,0.29114650837485184
0,23_3,0.15934799929340487
0,24_3,1.093742414240877
0,1_4,-9.096910013008056
0,2_4,-9.096910013008056
0,3_4,1.111747800103435
