src_id,dst_id,score
0,1_1,-9.1249387366083
0,2_1,-9.301029995663981
0,3_1,0.9520468629232055
0,4_1,1.227026554671833
0,5_1,-8.0
0,6_1,-9.070581074285707
0,7_1,-0.20468047034083478
0,8_1,-9.1249387366083
0,9_1,-9.045757490560675
0,10_1,-9.1249387366083
0,11_1,-7.945004138470859
0,12_1,-2.73847173345396
0,13_1,-3.681967672264583
0,14_1,-8.560667306169737
0,15_1,1.0189936701643407
0,16_1,0.21337800329126497
0,17_1,0.08403666465202381
0,18_1,-0.5931263935902389
0,19_1,0.12981471385185758
0,20_1,0.26386836943975495
0,21_1,0.09525848089621204
0,22_1,-9.259637310505756
0,23_1,0.23844720668897182
0,24_1,1.102294772583691
0,1_2,-9.301029995663981
0,2_2,-9.187086643357144
0,3_2,0.9978047699500368
0,4_2,1.0769859976735898
0,5_2,-8.0
0,6_2,-9.1249387366083
0,7_2,-0.04569278902536464
0,8_2,-9.070581074285707
0,9_2,-9.096910013008056
0,10_2,-9.259637310505756
0,11_2,-7.6117211365403605
0,12_2,-9.096910013008056
0,13_2,-4.656315751168226
0,14_2,-9.0
0,15_2,1.0189940899628096
0,16_2,-0.07899540045685172
0,17_2,-1.2259829970853338
0,18_2,-1.4676791460365723
0,19_2,0.09324348716011414
0,20_2,0.15267935765521753
0,21_2,0.13561230053553835
0,22_2,0.29114650837485184
0,23_2,0.376038650879882
0,24_2,1.171867523346443
0,1_3,-9.154901959985743
0,2_3,-9.187086643357144
0,3_3,1.058501901080052
0,4_3,0.9008947844280867
0,5_3,-8.0
0,6_3,-9.045757490560675
0,7_3,0.049137471546919574
0,8_3,-9.096910013008056
0,9_3,-9.070581074285707
0,10_3,-9.187086643357144
0,11_3,-9.045757490560675
0,12_3,-1.4648240557873726
0,13_3,-3.004265192305273
0,14_3,-8.853871964321762
0,15_3,0.6967749941835867
0,16_3,-0.007944165486478345
0,17_3,-0.7570370699090826
0,18_3,0.01759287609014715
0,19_3,0.05395101813036505
0,20_3,0.30396719528684424
0,21_3,0.3056786860071868
0,22_3,0.29114650837485184
0,23_3,0.26911669664005333
0,24_3,1.2435913583064142
0,1_4,-9.096910013008056
0,2_4,-9.096910013008056
0,3_4,1.1831203260398082
0,4_4,1.1281384895784248
