,target
1_1,0.18032213239228073
1_2,0.258661472049557
1_3,0.12436721693184767
1_4,0.19192341629717344
1_5,0.11093354201914526
2_1,3.8378002502063904
2_2,3.951838147774542
2_3,3.994140265264421
2_4,3.9299370352577863
2_5,3.841131859207336
3_1,1.4901352970962578
3_2,1.511521026244308
3_3,1.5501273245223157
3_4,1.48798754472946
3_5,1.5729767420317955
4_1,1.6264018551299457
4_2,1.6156945914649168
4_3,1.6070038505206794
4_4,1.6464524947129353
4_5,1.642176975658043
5_1,-8.0
5_2,-8.0
5_3,-8.0
5_4,-8.0
5_5,-8.0
6_1,1.444456108436723
6_2,1.4317871864097633
6_3,1.320691016289339
6_4,1.3585293748846188
6_5,1.3725233124124327
7_1,1.0092708909418842
7_2,0.803789025820887
7_3,0.8838349263590056
7_4,0.7582611469129494
7_5,0.9560870902658437
8_1,2.1253118028808475
8_2,2.115544091705684
8_3,2.0791454373903844
8_4,2.2093552838626276
8_5,2.3319978452341634
9_1,2.1137087522951012
9_2,2.2231239925343194
9_3,2.2486261868380586
9_4,2.2245037955369784
9_5,2.1886999097914637
10_1,3.8047712503185878
10_2,3.811924574308244
10_3,3.6703509479491903
10_4,3.8261832029877834
10_5,3.945800862339975
11_1,1.4307953477330835
11_2,1.7302737739292382
11_3,1.655715840637741
11_4,1.7362684957259067
11_5,1.564910045697043
12_1,5.722911059438982
12_2,5.655751953780859
12_3,6.0060756225299565
12_4,5.885136393776656
12_5,5.715336956074238
13_1,2.1934598999527384
13_2,2.302853592915941
13_3,2.2291999630499064
13_4,2.313663302269894
13_5,2.1882313671276035
14_1,-0.008398419017568718
14_2,0.17998853547310947
14_3,0.04252894971707171
14_4,0.09573440356421746
14_5,0.06453121045754245
15_1,1.556860192739418
15_2,1.6353104768129494
15_3,1.617324333278919
15_4,1.561473279426644
15_5,1.5893311185815089
16_1,0.6798282502891178
16_2,0.7519345082039939
16_3,0.68452423915305
16_4,0.6707473740441067
16_5,0.7153745657193429
17_1,0.3019472942274214
17_2,0.38528470965173195
17_3,0.4836798424002653
17_4,0.39244992919937766
17_5,0.44292176012855655
18_1,1.0105748765114764
18_2,0.9717674690405809
18_3,0.9440596030540778
18_4,0.8608640971334772
18_5,1.0199982005577388
19_1,0.3769108265294811
19_2,0.4342704963383801
19_3,0.4440089259539975
19_4,0.4046483734095363
19_5,0.5024857790327862
20_1,0.43883045931531345
20_2,0.4817135091277839
20_3,0.4694961306342568
20_4,0.4574522626019061
20_5,0.4609464699408089
21_1,0.6253679926810414
21_2,0.5409780017755181
21_3,0.40872163356666524
21_4,0.36398542208421486
21_5,0.6487284958220983
22_1,0.6803266031598618
22_2,0.8826535237716088
22_3,0.37725741813860736
22_4,0.8429465525527325
22_5,0.7524925262967589
23_1,0.31115107044601903
23_2,0.261626688296413
23_3,0.210043051073073
23_4,0.18375967717925637
23_5,0.22121749711574795
24_1,1.4934897322912755
24_2,1.5705706871469152
24_3,1.4842405196181416
24_4,1.566902311906944
24_5,1.4977432577014156
