,target
1_1,0.6663016986465172
1_2,0.6411743454776853
1_3,0.7125603208036241
1_4,0.6736026256623925
1_5,0.7377664716485268
2_1,4.825677338446668
2_2,4.945435095747832
2_3,4.8619644013223775
2_4,4.903619627968352
2_5,4.888953584657275
3_1,2.234536104406762
3_2,2.2135080152829056
3_3,2.2343138804753413
3_4,2.2195837794767317
3_5,2.2406063160163594
4_1,2.3797615965781858
4_2,2.400090187640272
4_3,2.373406117353686
4_4,2.3861971983048873
4_5,2.394424853870845
5_1,-8.0
5_2,-8.0
5_3,-8.0
5_4,-8.0
5_5,-8.0
6_1,2.5932466205993303
6_2,2.5786902279991852
6_3,2.6054145103059496
6_4,2.5570886882457993
6_5,2.5380512943200455
7_1,2.2524161681080423
7_2,2.267439642103195
7_3,2.2894291112912803
7_4,2.231744461515963
7_5,2.28264422975933
8_1,3.1415892214193937
8_2,3.141047340059415
8_3,3.088294564253925
8_4,3.1507875873156035
8_5,3.1208559506268823
9_1,3.664987836969436
9_2,3.607962533157571
9_3,3.6547937986657777
9_4,3.696344527347937
9_5,3.678774959849531
10_1,5.667360616089138
10_2,5.568248784077331
10_3,5.537501426147424
10_4,5.571523686824626
10_5,5.516527258492775
11_1,2.367888399674274
11_2,2.3738858938167335
11_3,2.4038225685844115
11_4,2.3939674244600746
11_5,2.420965320339939
12_1,7.168615154071048
12_2,7.189292581071815
12_3,7.125717029989746
12_4,7.218449919550877
12_5,7.166575176305195
13_1,2.8759016237536046
13_2,2.859441023684288
13_3,2.8327089898667035
13_4,2.8928519224353257
13_5,2.9140275075923157
14_1,0.9570060851989121
14_2,1.0403719696513922
14_3,0.9845274415664066
14_4,1.031907904194561
14_5,0.9764161746905432
15_1,2.579447456852919
15_2,2.614946500058883
15_3,2.612564154375802
15_4,2.592499957093213
15_5,2.5897498180729124
16_1,1.3556902003641436
16_2,1.3360641475081538
16_3,1.3452118105348145
16_4,1.3484870129085305
16_5,1.3722489893330923
17_1,0.8695424282191675
17_2,0.8526791729700952
17_3,0.8158613996123626
17_4,0.8697589779683322
17_5,0.8389705774564502
18_1,1.4303301522224299
18_2,1.4263984457512922
18_3,1.4074352438710107
18_4,1.4282344859724156
18_5,1.3996117652646658
19_1,0.9769651356528626
19_2,0.9902174858849971
19_3,0.9634755830197068
19_4,0.9743862167604852
19_5,0.9938778357392358
20_1,0.573976922460427
20_2,0.5873550643464505
20_3,0.5957018547652341
20_4,0.6048798174031778
20_5,0.5855733901782301
21_1,1.3991816098847338
21_2,1.3633250340121803
21_3,1.4419084322617897
21_4,1.3700589718049558
21_5,1.4317399174694811
22_1,1.4048549243584825
22_2,1.3170339190564468
22_3,1.2895205709499544
22_4,1.335501877601373
22_5,1.4593477302794386
23_1,0.5206734760243263
23_2,0.5076500179099687
23_3,0.5146340206083939
23_4,0.5103258518045654
23_5,0.512796836907673
24_1,2.6397430347315787
24_2,2.6334544368537096
24_3,2.6493349430963793
24_4,2.6459850478713807
24_5,2.6543201652547115
