,target
1_1,-8.0
1_2,-8.0
1_3,-8.0
1_4,-8.0
1_5,-8.0
2_1,-8.0
2_2,-8.0
2_3,-8.0
2_4,-8.0
2_5,-8.0
3_1,-0.30287373138866497
3_2,-3.1154271061544745
3_3,-0.0021947901415235323
3_4,0.29883522021050835
3_5,-0.0021947872170081993
4_1,-0.0021921343405167226
4_2,0.1812625748902028
4_3,0.17991060195346723
4_4,-0.0021584978551194393
4_5,-0.0020446039913052205
5_1,-8.0
5_2,-8.0
5_3,-8.0
5_4,-8.0
5_5,-8.0
6_1,-6.2207643683241365
6_2,-6.113650302424764
6_3,-4.7718718022965305
6_4,-5.284017536409528
6_5,-5.373208119016788
7_1,-8.0
7_2,-8.0
7_3,-8.0
7_4,-8.0
7_5,-2.2335716182138534
8_1,-0.7791162720978715
8_2,-0.37559387746873124
8_3,-0.9512915793461774
8_4,-0.9736855209699375
8_5,-0.8713768282890051
9_1,-0.867960186865779
9_2,-1.1123100699856532
9_3,-0.825987746051717
9_4,-1.0231049381781483
9_5,-1.2903226702158415
10_1,1.3846221022482446
10_2,1.7989651345275972
10_3,1.3377482366853861
10_4,1.213688216253529
10_5,1.8245271967265104
11_1,0.6842402413713309
11_2,0.9654399643514092
11_3,0.6176805643633752
11_4,1.1585644328868843
11_5,1.116212624716298
12_1,1.0827091843120944
12_2,1.062803640470975
12_3,0.6493502196943498
12_4,0.8208182017586565
12_5,1.443855640787409
13_1,-0.10074696841198477
13_2,-0.6413756619188892
13_3,0.06349469351706635
13_4,-0.318428797914998
13_5,-0.19378173093854856
14_1,-4.451993445716924
14_2,-4.079997530875654
14_3,-4.574274269174339
14_4,-4.182196065370334
14_5,-4.143833821942299
15_1,1.0086283417558344
15_2,0.934406751986686
15_3,0.9259951224387779
15_4,0.8666412563264809
15_5,1.0285517595450175
16_1,0.42508393185514337
16_2,0.5855451388968067
16_3,0.364501412330619
16_4,0.3177988257772821
16_5,0.31355736241045346
17_1,-1.9347502204428644
17_2,-1.694364977335807
17_3,-2.712972944977183
17_4,-2.088193531364558
17_5,-1.8273791209492012
18_1,-0.3903261042857204
18_2,-0.6555878393254226
18_3,-0.8179707602789419
18_4,-0.704099485274264
18_5,-0.6388428443670886
19_1,-0.019120839601040055
19_2,0.042971461966923835
19_3,-0.0374286763556995
19_4,-0.0581877366605623
19_5,-0.11356237973990073
20_1,-0.413097696092332
20_2,-0.5201438751607639
20_3,-0.40507901776573524
20_4,-0.6254777093068461
20_5,-0.3429163689682719
21_1,0.09525848089621204
21_2,-0.10700714720951139
21_3,-0.45066827262058873
21_4,0.24814480668529956
21_5,0.038752733368426516
22_1,0.21443079371237325
22_2,0.29114650837485184
22_3,-0.15998364749161356
22_4,-0.15998069033057874
22_5,-0.1599837163842051
23_1,0.2268877686242616
23_2,0.19753041223612577
23_3,0.11257228257987241
23_4,0.18364663448169263
23_5,0.14986755283392889
24_1,1.161752879544728
24_2,1.2044236259345338
24_3,1.1923912468609497
24_4,1.1635554643071675
24_5,1.2552588680569483
