,target
1_1,-10.0
1_2,-10.0
1_3,-10.0
1_4,-10.0
1_5,-10.0
2_1,-6.1794701514764805
2_2,-6.221378518590136
2_3,-6.284581677404944
2_4,-5.999305684133645
2_5,-6.269621531412357
3_1,-2.6708921064556077
3_2,-2.8010403179815664
3_3,-2.910087738649329
3_4,-0.3023842461041738
3_5,-2.787397469625922
4_1,0.5421956828326305
4_2,0.3009745440103561
4_3,0.301284289281208
4_4,0.41587624249665067
4_5,0.40633915238326557
5_1,-8.0
5_2,-8.0
5_3,-8.0
5_4,-8.0
5_5,-8.0
6_1,2.0377176070208494
6_2,2.057658913406178
6_3,2.2042365028752053
6_4,2.013167858303174
6_5,2.026528740907208
7_1,1.7659358116439756
7_2,1.835490948150104
7_3,1.8169458084737513
7_4,1.7703679963543648
7_5,1.9039980779434937
8_1,1.4231863607333257
8_2,1.4189721101709447
8_3,1.4091509015525119
8_4,1.4125654035778334
8_5,1.3945054558944432
9_1,1.518519945408515
9_2,1.6420806192709465
9_3,1.4955022946574614
9_4,1.7151401832000888
9_5,1.6005939257721882
10_1,5.265000281836612
10_2,5.212460685883313
10_3,5.190998571231548
10_4,5.2690891339714065
10_5,5.177376768325902
11_1,2.407636914009972
11_2,2.422030383112243
11_3,2.4424755362556025
11_4,2.4302545189543734
11_5,2.4422146434230094
12_1,3.802660260619865
12_2,3.6830551038902604
12_3,3.586361942702337
12_4,3.141912205799838
12_5,3.3582779008453008
13_1,1.2811564233908752
13_2,1.3303024897516376
13_3,1.3708602385430793
13_4,1.5509151689566283
13_5,1.6113163461552915
14_1,-1.6723641833554421
14_2,-1.6103960538455033
14_3,-1.6020724210139041
14_4,-1.6526039896235885
14_5,-1.686382845006881
15_1,2.438431126000588
15_2,2.4675046581373126
15_3,2.436703196530427
15_4,2.4335349511387987
15_5,2.4340173850173876
16_1,1.2238513906568154
16_2,1.2129867290392236
16_3,1.2288533854828607
16_4,1.2759260105147396
16_5,1.2490246196492665
17_1,0.8106072104424981
17_2,0.7462601284822206
17_3,0.767280279490156
17_4,0.80660534432541
17_5,0.6891101275547848
18_1,1.3342847933837683
18_2,1.3160658116586517
18_3,1.2928509094469456
18_4,1.3613417474010896
18_5,1.247957138737972
19_1,0.8826109100228449
19_2,0.8536071010570389
19_3,0.8442551450443253
19_4,0.86061465645873
19_5,0.8736469242221834
20_1,-0.006900431003594651
20_2,-0.032746953111164746
20_3,-0.03538890712566561
20_4,-0.005600499351768978
20_5,-0.0439995550709078
21_1,0.35721161034740334
21_2,0.6045245318815112
21_3,0.4683142276831326
21_4,0.3353079474427264
21_5,0.45568137549247484
22_1,0.5212719378475437
22_2,0.42733317610020394
22_3,0.203427921100581
22_4,0.5827737982724274
22_5,0.8296788042614883
23_1,0.5094728917758814
23_2,0.48243527240636386
23_3,0.48994404415694787
23_4,0.4830456520488828
23_5,0.4884538584469157
24_1,2.517681850158942
24_2,2.513887352329218
24_3,2.5137996755908043
24_4,2.508174228388373
24_5,2.5105821475012187
